page,product_name,star,title,review,skin_type
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']",여드름이 생겼을 때 이거 아침에 쓰면 좋아요 shooting 이라서 순하고 좋습니다,"['건성', '봄웜톤', '모공', '미백']"
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']",스킨팩하기 너무 좋은 토너예욥! 시원하게 쓰고 싶어서 냉장고에 넣어두고 있는데 팔다리에도 스킨팩 같이 해주고 있습니다 ㅋㅋㅋ 팍팍 써요,"['복합성', '겨울쿨톤', '각질', '다크서클']"
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']",복합성이 쓰기엔 조금 건조하긴 하지만 좁쌀 여드름 같은 거 싹 들어가고 가끔 나던 화농성 여드름이 이젠 아예 안 나요. 토너에 보습감이 부족하니 촉촉한 에센스나 앰플 사용하셔서 보습도 같이 챙겨보세요. 거품 용기에 담아서 팩처럼 얼굴에 올려주는데 자극 받은 피부가 금새 가라앉아요.,"['복합성', '봄웜톤', '미백', '트러블']"
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,,"['지성에 좋아요', '보습에 좋아요', '자극없이 순해요']","두번째 구매인데요,양도 많고 올영세일때 사면 뭐 주는 것도 여행갈때 알뜰살뜰하게 들고 갈 수 있는거 줘서 넘 져아용!! 그냥 무난하게 잘 쓸수있고 생각보다 오래써서 완전 추천해용👍👍","['지성', '봄웜톤', '피지과다']"
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']",잼 페이스로 매칭했을때 제 얼굴에 맞아서 1번 호기심에 1번 사 보고 써 보았는데 이 토너를 하고 브링그린 제품 크림을 사용하고 잤는데 하루 아침에 진정이 확 되어 있었 어요 바를때 쿨링 감이 있어서 너무 좋았습니다 브링그린 제품 장점이 쿨링 감이 있어서 좋아요 그치만 바를때 얼굴에 조금 자 극이 가서 그 점은 좀 별로인 것 같습니다 향도 되게 박하향 그런 것 때문에 얼굴에 자극이 가는 거 같아서 향이나 이런 피부 자극 같은거 신경 써 주시면 이제품 진짜 완벽합니다 크기는 한뼘 차 이인듯닦토용으로 큰 토너를 찾다가 브링그린꺼를 한동안 열심히 썼었 는데요 또 다 써가지고 재구매 했습니다 한 7번째 재 구매인거 같아요. 근데 오랜만에 사서 그런지 용기가 리뉴얼이 되었더라 구요. 그리고 증정용으로 더 챙겨 준다니 개이득입니당 하기도 해서 샀어요,[]
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,,"['지성에 좋아요', '진정에 좋아요', '보통이에요']",음 대용량일라 오래쓸거같아요아직 특별한건 머르겠지ㅏㄴ잘써몰게요,"['지성', '웜톤', '각질', '다크서클']"
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,,"['복합성에 좋아요', '진정에 좋아요', '자극없이 순해요']",여름용 스킨 고민하다가 샀는데 너무 조아요!!! 티트리 잘맏으시는 분들 좋을 것 같아요!!!!!! 티트리 향도 넘 조아요ㅠㅠㅠㅠㅠ 매년 여름마다 이거 써야겠어요!!!!!!,"['복합성', '겨울쿨톤', '미백', '민감성']"
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,,"['복합성에 좋아요', '진정에 좋아요', '자극없이 순해요']",배송도 빠르고 포장도 깔끔해요 트러블이 자꾸 올라와서 주문해봤어요효과가있었으면 좋겠어요일단 자극없이 순해서 계속 사용중입니다,[]
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,,"['건성에 좋아요', '진정에 좋아요', '자극없이 순해요']",물 제형의 스킨입니다너무 너무 순해서 민감성인 저에게도 잘 맞았습니다겨울철에는 스킨케어를 좀 탄탄히 해야지 건조하지는 않을 것 같습니다,"['약건성', '민감성']"
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,,"['건성에 좋아요', '진정에 좋아요', '자극없이 순해요']",너무 잘 쓰고 있는 제품 입니다~!! 트러블 파티에다가 히터를 많이 틀었더니 피부가 건조해져서 엄청 예민해졌는데 이 제품 지인이 추천해줬어요! 자기는 벌써 공병이 몇개 개나 된다고 해서 기대 많이 하고 있어요 ㅋㅋ저는 건성이긴 한데 겨울에 답답하게 올라가는 제품은 싫어하거든요 ㅠㅠ.. 그렇다고 가볍게 바르면 건조하고..하ㅋㅋ저랑 같은 피부 고민이 있는 친구에게 추천 받은 건데 확실히 가볍게 발리는데 건조하지 않아요!시간이 지나도 건조한 느낌이 없고 저녁에 바르고 자고 일어나두 촉촉한 피부가 유지 되더라구요 ㅎㅎ이 제품 쓰고 화장하니 좀 더 잘 먹는 느낌??기분 탓인지 모르겠지만 ㅋㅋ 친구 추천 받아 잘 사용하고 있는 제품이예요~ㅎㅎ 진정에도 좋고 대신 겨울때는 다른 제품으로 레이어링 해줘야 할 듯 합니다~! 그래두 애정템이 될 듯 합니다 ㅎㅎ 재구매 의사 있습니다~!,"['민감성', '봄웜톤', '민감성', '잡티']"
